review_features,hotel_score
We had an excellent stay. Big nice room comfy bed and great shower. Good location close to many restaurants.   An extra chair for eating would have been appreciated.,10
Comfy bed good location friendly staff ,8.3
Large and beautiful bedroom confortable bed very good welcome service  Towels too smallMoquette on the floorParking definitely too expensive compared to others in the same quartier with same conditions and service ,9
The hotel was fantastic. Staff were excellent and very knowledgeable of the area which helped us get around Brussels with ease. The room was excellent clean spacious and very comfortable. The shower was nice to use after a long day and the bed was comfortable for a good night sleep. Very modern throughout and even had a pool table and table football in the lobby. Finally this place was excellent for us as we were allowed our dog to come with us.  Parking is very limited and charges for a 24 hour period. Rather than per hour.,10
Excellent hotel for the solo business travellers. Very good locality comfortable bed very good sound insulation. ,9.6
 the breakfast could be improved its was a bit poor for a 4 star hotel in europe,9.2
Fantastic and very helpful staff excellent location and comfortable rooms ,9
Nice spacious room. Very clean and great location ,10
Very modern hotel beds are very comfortable room is spacious When checking out the staff could have been more friendlier,9.6
Lots to like about this place the room we were in was huge and the added extras were really appreciated especially the speakers so we could listen to our own music. I loved staying here If they can add a small spa It would get 10/10.,9.6
The lady at reception recognised me as I was returning after 3 weeks. She also remembered that I had not been happy with the check-in process. She made check-in much faster this time and upgraded me to a room with a fantastic view. Very well done congratulations this is fabulous customer service. Nothing.,9
The hotel had a very modern feel and the room was very spacious. The room was on the chilly side and I could not find any additional blankets. In all honesty I must admit not having asked for additional blankets either.,7.5
Was upgraded to a bigger room as mine wasnt ready. Very nice surprise. The room was really big and very clean. Staff are very nice and helpful. Great location. Id stay there again without question Nothing,7.5
The hotel is very well located about 250m from the EU Commission staff are very nice the place is clean and at EUR 100 per night with breakfast included it was excellent value for money. Recommended.  The light from the bathroom/toilet filters into the sleeping area because of the glass wall. This wakes up the other person in the room if the toilet is to be used in the night.,9
New good and conveniently located hotel with decent breakfast offer. Recommended. ,9.2
Luxurious and comfortableNice view from the upper levelsVery obliging staffDelicious dinnerPerfect location Unilateral breakfast,9
Comfy clean and spacy rooms. Fitnessroom. Its small with a limited choice of tools but still a nice addition to the hotel. Carpets in rooms. I generally dislike carpets cause they are dirt catchers. Fruit salad of the breakfast buffet was sour/not good for eating anymore,7.5
